model,sentence,predicted_label,original_label,is_correct,intent_count
Llama-1B,What are the flights from Milwaukee to Orlando on Wednesday night and what round trip tickets are there from Cleveland to Miami on US Air that arrive before 4 PM?,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,What is the fare going one way on November seventh from Denver to Oakland while also showing flights arriving in Philadelphia from Denver?,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B, i need a flight from indianapolis to toronto reaching toronto on thursday morning,(atis_flight),(atis_flight),1,1
Llama-1B,"Please give me a list of all the flights between Dallas and Baltimore along with their cost, while also listing the flights from Dallas to Baltimore and identifying the types of aircraft from Philadelphia to Dallas where I can get a first class ticket.","(atis_airfare, atis_flight, atis_aircraft)","(atis_flight#atis_airfare, atis_flight, atis_aircraft)",0,3
Llama-1B,"Show me the prices of all flights from Atlanta to Washington DC, find a flight from Philadelphia to Dallas with at least one stop, and tell me the flights and fares from Boston to Philadelphia.","(atis_flight, atis_airfare)","(atis_airfare, atis_flight, atis_flight#atis_airfare)",0,3
Llama-1B, which flights go from philadelphia to san francisco,(atis_flight),(atis_flight),1,1
Llama-1B,"Give me the flights and fares on December twenty-seventh from Indianapolis to Orlando, and for now, I would like information on a flight on April twenty-seventh from Pittsburgh to Atlanta leaving early in the morning, about 8 o'clock.","(atis_airfare, atis_flight)","(atis_flight#atis_airfare, atis_flight)",0,2
Llama-1B, what is the cheapest fare from washington to san francisco,(atis_airfare),(atis_airfare),1,1
Llama-1B, list the morning flights between atlanta and dallas,(atis_flight),(atis_flight),1,1
Llama-1B,"What is the cost of flight DL 106 from Philadelphia to Boston, what AM flights are available from Pittsburgh to Boston, and I would like information on ground transportation in the city of Boston between the airport and downtown.","(atis_airfare, atis_flight, atis_ground_service)","(atis_airfare, atis_flight, atis_ground_service)",1,3
Llama-1B, what are your flights from dallas to baltimore,(atis_flight),(atis_flight),1,1
Llama-1B,"What do you have tomorrow morning from Pittsburgh to Atlanta, and what are the coach class fares on those flights?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, id need information please on a flight from washington dc san francisco california,(atis_flight),(atis_flight),1,1
Llama-1B, show me ground transportation in san francisco,(atis_ground_service),(atis_ground_service),1,1
Llama-1B,"Hello, I would like to plan a flight from Boston to Denver and in addition, give me the flight times in the morning on September twentieth from Pittsburgh to San Francisco.","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"What is the earliest flight from Boston to Philadelphia, how do I get to Philadelphia downtown from the airport, and does the Philadelphia airport have a name?","(atis_flight, atis_ground_service, atis_airport)","(atis_flight, atis_ground_service, atis_airport)",1,3
Llama-1B,"Please show me the flights from Pittsburgh to Boston on Wednesday of next week that arrive before noon, provide information on ground transportation between the airport and downtown in Boston, and I want to take a plane from Atlanta to Boston.","(atis_ground_service, atis_flight, atis_aircraft)","(atis_ground_service, atis_flight, atis_aircraft)",1,3
Llama-1B,"What are the flights from Denver to San Francisco on Tuesday, October fifteenth, which airlines fly between Boston and San Francisco with a stop in Denver, and what is the earliest departure time from Boston to Denver?","(atis_flight, atis_airline, atis_flight_time)","(atis_flight, atis_airline, atis_flight_time)",1,3
Llama-1B,Can you tell me the flights that go from Boston to Atlanta sometime after 5 PM while also letting me know what airlines fly from New York to Milwaukee to Los Angeles?,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,What airlines fly from Toronto to San Diego with a stopover in Denver and show me flights from Denver to Atlanta on June sixteenth.,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,Display types of aircraft departing from Cleveland to Dallas before noon while also giving me flight schedules from Baltimore to Philadelphia.,"(atis_aircraft, atis_flight)","(atis_aircraft, atis_flight)",1,2
Llama-1B, okay im looking for a flight from tampa to st louis leaving before 10 am any day,(atis_flight),(atis_flight),1,1
Llama-1B,Which airlines have daily flights from Boston to Dallas and offer nonstop flights from Denver to Boston?,"(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,"Give me American Airlines flights from Milwaukee to Phoenix on Saturday and Sunday, inform me of the type of aircraft used on a flight from Atlanta to Denver before 12 o'clock noon, and provide the flights and fares on December 27th from Orlando to Indianapolis.","(atis_aircraft, atis_flight, atis_airfare)","(atis_flight, atis_aircraft, atis_flight#atis_airfare)",0,3
Llama-1B, i need flight information on saturday for a flight from philadelphia to dallas,(atis_flight),(atis_flight),1,1
Llama-1B,"What is the round trip thrift fare on US Air from Boston to San Francisco, and does any airline have an afternoon flight from Boston to Oakland?","(atis_airfare, atis_airline)","(atis_airfare, atis_airline)",1,2
Llama-1B,Please find the cheapest fare from Boston to San Francisco and provide a list of all the flights from San Francisco to Pittsburgh on Sunday.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,Show me all flights from Denver to Pittsburgh which serve dinner and tell me the cheapest one-way ticket for that route.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,Show me flights from Denver to DC on Wednesday and tell me which airline can fly me from Atlanta to Denver to San Francisco.,"(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,Please find the cheapest fare from Boston to San Francisco while also showing what flights you have today from San Francisco to Pittsburgh and providing the evening schedule of flights from San Francisco to Washington.,"(atis_flight, atis_airfare, atis_flight_time)","(atis_flight, atis_airfare, atis_flight_time)",1,3
Llama-1B, i would like to plan a flight on american airlines from boston to denver,(atis_flight),(atis_flight),1,1
Llama-1B,Please tell me the times of the flights between Boston and Baltimore along with the flights that go from Oakland to Philadelphia on Friday.,"(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Show me round trip fares from Denver to Philadelphia, and show me all flights from Baltimore, Denver, or Pittsburgh to Philadelphia, then tell me what kind of airplane goes from Philadelphia to San Francisco on Monday, stopping in Dallas in the afternoon, with a first class flight.","(atis_airfare, atis_aircraft, atis_flight)","(atis_airfare, atis_aircraft, atis_flight)",1,3
Llama-1B,"Please list the flight schedule from Baltimore to San Francisco on Friday nights, and I would like a flight on American Airlines with a stop in Denver, while listing airlines serving between Denver and San Francisco.","(atis_flight_time, atis_flight, atis_airline)","(atis_flight_time, atis_flight, atis_airline)",1,3
Llama-1B,"Show me all flights and fares from Denver to San Francisco, then tell me which airlines have flights from San Francisco to Washington by way of Indianapolis.","(atis_flight, atis_airfare)","(atis_airline, atis_flight#atis_airfare)",0,2
Llama-1B,"When can I fly from Philadelphia to Dallas on a Saturday morning, and show me the airfare for the flights from Baltimore to Dallas?","(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B,"List the Wednesday flights from Denver to Baltimore arriving between 11:15 AM and 12:45 PM, and tell me what type of aircraft are used on flights from Cleveland to Dallas that leave before noon.","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B,Show me the flights from Boston to San Francisco stopping in Dallas on American Airlines and tell me what is the cheapest fare for flights from Boston to Dallas.,"(atis_flight, atis_airfare)","(atis_flight, atis_airfare)",1,2
Llama-1B, how much would car rental cost in atlanta,(atis_ground_fare),(atis_ground_fare),1,1
Llama-1B,"Give me a flight from New York City to Las Vegas and a flight from Memphis to Las Vegas that arrive at the same time, and please show me airlines with flights from Boston to Denver.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Please give me the flight times in the morning on United Airlines for September twentieth from Philadelphia to San Francisco, show me all flights from San Francisco to Atlanta, and tell me what kind of aircraft is used on the first class American Airlines flight from Philadelphia to San Francisco with a Dallas stopover.","(atis_flight_time, atis_flight, atis_aircraft)","(atis_flight_time, atis_flight, atis_aircraft)",1,3
Llama-1B,"Show me the airlines between Toronto and Denver, and tell me the earliest arrival in Salt Lake City of a flight from Toronto.","(atis_airline, atis_flight)","(atis_airline, atis_flight)",1,2
Llama-1B,Does American Airlines fly from Pittsburgh to Atlanta while also showing all flights and fares from Denver to Pittsburgh on US Air number 1039 on a Thursday?,"(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B,"Show me the flights from Baltimore to Dallas, and give me the flights and fares on December twenty-seventh from Orlando to Indianapolis.","(atis_flight, atis_airfare)","(atis_flight, atis_flight#atis_airfare)",0,2
Llama-1B,"I would like to find out the ground travel available in Atlanta while determining what aircraft are used on July seventh, leaving from Boston and arriving in Atlanta on the same day.","(atis_ground_service, atis_aircraft)","(atis_ground_service, atis_aircraft)",1,2
Llama-1B,I'd like to know the fares from Dallas to Baltimore and the cheapest fare for a trip between Atlanta and Boston.,"(atis_airfare, atis_flight)","(atis_airfare, atis_flight)",1,2
Llama-1B,"Please list the flight times from Newark to Boston, and show me all flights, both direct and connecting, to either San Francisco or Oakland from Boston that arrive before 2 PM.","(atis_flight_time, atis_flight)","(atis_flight_time, atis_flight)",1,2
Llama-1B,"Does American Airlines fly from Denver to Pittsburgh, and what's the smallest plane that flies from Pittsburgh to Baltimore on August 16th?","(atis_flight, atis_aircraft)","(atis_flight, atis_aircraft)",1,2
Llama-1B, flights and fares from denver to oakland,(atis_airfare),(atis_flight#atis_airfare),0,1
Llama-1B,"List all flights from Boston to Oakland and show me first class airlines from San Francisco to Pittsburgh on next Tuesday, first class only.","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B,"Is there a late afternoon flight leaving Washington for Denver, and can you show me the airlines that fly between Toronto and Denver?","(atis_flight, atis_airline)","(atis_flight, atis_airline)",1,2
Llama-1B, list the flights from philadelphia to san francisco which have a layover in dallas,(atis_flight),(atis_flight),1,1
